nom;commune1;insee1;commune2;insee2;reseau;financementac;typeamenagement;typeamenagement2;positionnement;senscirculation;environnement;localisation;typologiepiste;revetementpiste;domanialite;reglementation;zonecirculationapaisee;anneelivraison;longueur;observation;gid
Chemin de Lorette;Saint-Genis-Laval;69204;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2018;308,05;;4043
Chemin du Champ du Roy;Rillieux-la-Pape;69286;;;Réseau secondaire;PPI DGEEP VTP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2013;752,04;;2037
Rue du Chariot d'Or;Lyon 4e Arrondissement;69384;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2017;166,07;;3311
Chemin des Gorges;Albigny-sur-Saône;69003;;;Réseau de desserte;OR DIEM/STEP;Voie verte;;Sans objet;Double;Voie de circulation;Sur chaussée;;;Métropole;Voie verte;;;135,25;;6356
Mail des San Priots;Saint-Priest;69290;;;Réseau secondaire;OR DIEM/STEP;Voie verte;;Sans objet;Double;Parc;Sans objet;;;Métropole;Voie verte;;2014;988,66;;2250
Route de Lyon;Chassieu;69271;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Sans objet;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo obligatoire;;2004;969,73;;218
Rue André Chénier;Vaulx-en-Velin;69256;;;Réseau secondaire;PPI (DMOU);Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);;2017;200,91;;3862
Rue Elie Rochette;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;421,31;Arrêté n°2021RP39277 le 15/07/21;6292
Liaison LEA/Krüger;Villeurbanne;69266;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2016;38,46;;2709
Allée Jean Moulin;Feyzin;69276;;;Réseau de desserte;PPI DGEEP VTP;Voie verte;;Sans objet;Double;Voie de circulation;Sans objet;;;Métropole;Voie verte;;;149,08;;2754
Giratoire Paix / A47;Givors;69091;;;Réseau secondaire;Autre MOA (Etat, Syndicat, ...);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2008;165,06;;876
Rue Villeroy;Lyon 3e Arrondissement;69383;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;38,67;;3189
Place de Verdun;Neuville-sur-Saône;69143;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2019;231,14;Arrêté Z30 n°8069 du 28/02/2020;4429
Rue Gambetta;Saint-Priest;69290;;;Réseau de desserte;;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2022;329,39;Arrêté N°A_2022_0323 du 26/04/2022;6640
Avenue des Frères Montgolfier;Chassieu;69271;;;Réseau secondaire;PPI DGEEP VTP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo obligatoire;;2011;81,18;;831
Rue de la Mairie;Saint-Genis-les-Ollières;69205;;;Réseau secondaire;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2011;235,38;Zone de rencontre;1990
Rond point Charly/Vourles;Irigny;69100;;;Réseau secondaire;Autre MOA (Etat, Syndicat, ...);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole (ex-RD);Vélo facultatif;;;55,35;;2027
Rue du Guillot;Saint-Genis-les-Ollières;69205;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2022;462,85;une bande cyclable préexistée - Arrêté N°2022-PM-44 du 28/03/2022;501
Route de Strasbourg;Rillieux-la-Pape;69286;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sans objet;Piste sur chaussée;Matériaux non liés (sable compacté et stabilisé);Métropole;Vélo facultatif;;2020;216,21;Aménagement cyclable de transition;5631
Avenue Roger Salengro;Villeurbanne;69266;;;Réseau structurant et super structurant;PPI DGEEP VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2011;253,83;;5739
Route de Genas;Bron;69029;;;Réseau structurant et super structurant;Sytral;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2016;353,99;;5879
Avenue Francklin Roosevelt;Décines-Charpieu;69275;Vaulx-en-Velin;69256;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2002;2044,27;;439
Brosset-Ampère;Rillieux-la-Pape;69286;;;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Parc;Sans objet;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2000;343,52;;242
Place des Maisons Neuves;Villeurbanne;69266;;;Réseau structurant et super structurant;PPI DGEEP VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2011;71,03;;6128
Boulevard Pinel;Lyon 8e Arrondissement;69388;Bron;69029;Réseau structurant et super structurant;OR DIEM/STEP;Piste Cyclable;Couloir bus vélo non élargi;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2021;372,39;Aménagement cyclable de transition - piste sur trottoir déjà existante;749
Avenue Jean Cagne;Vénissieux;69259;;;Réseau structurant et super structurant;PPI DGEEP VTP;Piste Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo obligatoire;;2009;890,04;Aménagement T4;68
Avenue des Sources;Écully;69081;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;496,72;;495
Avenue des Alpes;Marcy-l'Étoile;69127;;;Réseau secondaire;PPI DGEEP VTP;Piste Cyclable;Bande Cyclable;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur trottoir;Piste sur trottoir;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Vélo facultatif;;2014;784,69;;2235
Chemin du Recanton;Charly;69046;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2015;223,04;Zone de rencontre;2622
Rue du Vercors;Corbas;69273;;;Réseau de desserte;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2013;575,34;;2052
Avenue d'Oschatz;Vénissieux;69259;;;Réseau structurant et super structurant;PPI DGEEP VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2009;78,16;Aménagement T4;5787
Quai Joseph Gillet;Lyon 4e Arrondissement;69384;;;Réseau structurant et super structurant;OI DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2014;718,12;Arrêté N°2014RP30208 du 13/10/2014;2317
Boulevard Emile Bollaërt;Bron;69029;;;Réseau secondaire;Autre MOA (Etat, Syndicat, ...);Piste Cyclable;;Unilatérale bidirectionnelle;Double;Parc;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole (ex-RD);Vélo facultatif;;;1051,42;;199
Montée Georges Lyvet;Couzon-au-Mont-d'Or;69068;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;183,49;Arrêté n°VN-2021-AP-001 le 19/10/21;6463
Chemin Jean-Marie Vianney;Écully;69081;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;172,72;;6108
Rue Richan;Lyon 4e Arrondissement;69384;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2017;232,96;;3351
Rampe Maréchal Industrie;Vénissieux;69259;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Goulotte ou rampe;;Sans objet;Sans Objet;Tunnel - Passerelle;Sans objet;;;Métropole;Vélo facultatif;;;141,51;Rampe;4094
Rue Bodin;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;270,32;;3016
Allée du Gerbier;Saint-Fons;69199;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2020;210,76;;5620
Rue Anatole France;Saint-Priest;69290;;;Réseau structurant et super structurant;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;287,22;Zone 30;2929
Avenue Francis de Pressensé;Vénissieux;69259;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2011;1022,87;;695
Avenue de l'Europe;Feyzin;69276;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Chaussée à voie centrale banalisée (CVCB);;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2018;841,76;;4064
Chemin de la Mansion;Tassin-la-Demi-Lune;69244;;;Réseau de desserte;PPI DGEEP VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2011;256,65;Zone 30;1685
Avenue Louis Armand;Saint-Germain-au-Mont-d'Or;69207;;;Réseau structurant et super structurant;Autre MOA (Etat, Syndicat, ...);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;267,80;;6091
Rue Voltaire;Pierre-Bénite;69152;Saint-Genis-Laval;69204;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2009;76,08;;734
Allée du Lac;Lyon 6e Arrondissement;69386;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Voie verte;;Sans objet;Double;Parc;Sans objet;;;Métropole;Voie verte;;2009;1239,83;;2784
Avenue du 8 mai 1945;Tassin-la-Demi-Lune;69244;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2011;591,01;;937
Chemin du Gabugy;Vaulx-en-Velin;69256;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2012;315,20;;435
Voie verte parallèle au Bd des Hespérides;Tassin-la-Demi-Lune;69244;;;Réseau de desserte;OR DIEM/STEP;Voie verte;;Sans objet;Double;Parc;Sans objet;;;Métropole;Sans objet;;;328,51;;696
Route des Prolières;Cailloux-sur-Fontaines;69033;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Voie verte;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo obligatoire;;;263,16;;1826
Allée de l'Ile;Lyon 6e Arrondissement;69386;;;Réseau de desserte;Autre MOA (Etat, Syndicat, ...);Voie verte;;Sans objet;Double;Parc;Sans objet;;;Commune;Voie verte;;2009;143,61;;2797
Parc Blandan;Lyon 7e Arrondissement;69387;;;Réseau de desserte;PPI (DMOU);Voie verte;;Sans objet;Double;Parc;Sans objet;;;Métropole;Voie verte;;2013;755,77;;2799
Rue Michel Servet;Décines-Charpieu;69275;;;Réseau secondaire;PPI (DMOU);Voie verte;;Sans objet;Double;Voie de circulation;Sans objet;;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Voie verte;;2015;239,59;;2530
Rue Eugène Montagnier;Saint-Didier-au-Mont-d'Or;69194;;;Réseau de desserte;;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2022;380,42;Arrêté N°2022-3-17 du 17/10/2022 / Arrêté N°2022-3-05 du 20/04/2022;6633
Rue Garibaldi;Lyon 3e Arrondissement;69383;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;51,48;Aménagement cyclable de transition pérennisé;5560
Avenue C Cité Berliet;Saint-Priest;69290;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo obligatoire;Zone 30;2008;504,89;;175
Rue Marc-Antoine Petit;Lyon 2e Arrondissement;69382;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2016;297,54;Arrêté N°2016RP33082 du 06/10/2016;2835
Rue Maisiat;Lyon 1er Arrondissement;69381;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;Piste sur chaussée;Matériaux liés (asphaltes, enrobés, bétons et nouveaux liants);Métropole;Contresens (sens réservé);Zone 30;2016;140,28;Zone 30;3048
Liaison Rue Joliot Curie - Rue 23 août 1944;Mions;69283;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Voie verte;;Unilatérale bidirectionnelle;Double;Sans objet;Sans objet;;;Métropole;Voie verte;;2022;237,39;;6642
Route de Lyon;Saint-Priest;69290;;;Réseau structurant et super structurant;OR DIEM/STEP;Voie verte;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur trottoir;;;Métropole;Voie verte;;;2222,23;;5869
Chemin du Chancelier;Écully;69081;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2018;452,21;;4099
Quai Général de Gaulle;Albigny-sur-Saône;69003;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;1100,57;;47
Rue Curie;Neuville-sur-Saône;69143;;;Réseau de desserte;OR DIEM/STEP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2019;65,49;En attente de l'arrêté;4405
Rue Chevreul;Lyon 7e Arrondissement;69387;;;Réseau secondaire;PROX/FIC DGEEP/VTP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone 30;2021;120,14;Arrêté n°2021RP39259 et Arrêté n°2021RP39277 le 15/07/21;6241
Place d'Arsonval;Lyon 3e Arrondissement;69383;;;Réseau structurant et super structurant;OR DIEM/STEP;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;93,76;Aménagement cyclable de transition pérennisé;5633
Cours Vitton;Lyon 6e Arrondissement;69386;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Bilatérale unidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);;2020;370,54;Aménagement cyclable de transition pérennisé;5931
Berges du Rhône;Caluire-et-Cuire;69034;;;Réseau structurant et super structurant;Autre MOA (Etat, Syndicat, ...);Voie verte;;Sans objet;Double;Berges - Chemin de halage;Sans objet;;;Métropole;Voie verte;;2006;1521,57;;526
Chemin de la Vernique;Écully;69081;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;416,20;;498
Rue Marc Riboud;Saint-Genis-Laval;69204;;;Réseau secondaire;PPI (DMOU);Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;Zone 30;2016;355,69;Zone 30;2716
Rue du Vieux Chateau;Francheville;69089;;;Réseau de desserte;PROX/FIC DGEEP/VTP;Double sens cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Contresens (sens réservé);Zone de rencontre;2020;383,25;;5994
Boulevard Marius Vivier Merle;Lyon 3e Arrondissement;69383;;;Réseau structurant et super structurant;OI DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2015;839,19;Arrêtés N°2016RP32626 et N°2016RP32628 du 17/05/2016;5837
Rue des Collières;Saint-Priest;69290;;;Réseau secondaire;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;;18,83;;1627
Avenue Général Leclerc;Caluire-et-Cuire;69034;;;Réseau de desserte;OR DIEM/STEP;Couloir bus vélo non élargi;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;167,81;Aménagement cyclable de transition pérennisé;5579
Av Gaston Berger (nord);Villeurbanne;69266;;;Réseau structurant et super structurant;PPI DGEEP VTP;Piste Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur trottoir;;;Métropole;;;2009;429,31;;524
Avenue de Verdun;Meyzieu;69282;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Unilatérale bidirectionnelle;Double;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2021;33,50;;6337
Route de Strasbourg;Rillieux-la-Pape;69286;;;Réseau structurant et super structurant;OR DIEM/STEP;Bande Cyclable;;Unilatérale unidirectionnelle;Sens Unique;Voie de circulation;Sur chaussée;;;Métropole;Vélo facultatif;;2020;98,90;Aménagement cyclable de transition - Arrêté n°GDP-2020-188 le 08/06/20;5901
